listing_id,city,neighbourhood,price,rooms_left,is_pet_friendly,near_transit,has_breakfast,avg_30d_price,deal_threshold,is_deal,deal_percentage,tags,limited_availability,availability_level,neighbourhood_group,deal_start,deal_expiry,days_until_expiry,why_this_deal,what_to_watch
15711,NYC,Upper East Side,206.0,24,1,0,1,220.52,187.442,False,6.6,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Manhattan",book within 48h for best rate
53477,NYC,Middle Village,350.0,5,1,1,1,360.19,306.1615,False,2.8,"Pet-friendly, Near transit, Breakfast included",False,Low,Queens,2025-12-02 00:45:32.866180,2025-12-20 00:45:32.866180,13,"pet-friendly, in Queens",book within 48h for best rate
95747,NYC,Williamsburg,140.0,11,0,0,1,139.39,118.48149999999998,False,0.0,Breakfast included,False,Medium,Brooklyn,2025-12-06 00:45:32.866180,2025-12-16 00:45:32.866180,9,"breakfast included, in Brooklyn",book within 48h for best rate
95883,NYC,Bedford-Stuyvesant,250.0,23,0,1,1,271.79,231.0215,False,8.0,"Near transit, Breakfast included",False,High,Brooklyn,2025-12-03 00:45:32.866180,2025-12-15 00:45:32.866180,8,"near transit, in Brooklyn",book within 48h for best rate
16326,NYC,Prospect Heights,140.0,7,1,1,0,126.42,107.457,False,0.0,"Pet-friendly, Near transit",False,Low,Brooklyn,2025-12-01 00:45:32.866180,2025-12-20 00:45:32.866180,13,"pet-friendly, in Brooklyn",book within 48h for best rate
98663,NYC,Chelsea,150.0,10,1,1,1,135.72,115.362,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,Medium,Manhattan,2025-12-02 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Manhattan",book within 48h for best rate
99085,NYC,Fort Greene,123.0,25,1,1,0,130.37,110.8145,False,5.7,"Pet-friendly, Near transit",False,High,Brooklyn,2025-12-04 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Brooklyn",book within 48h for best rate
100186,NYC,Gowanus,130.0,20,0,0,0,139.72,118.762,False,7.0,Standard,False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-16 00:45:32.866180,9,in Brooklyn,book within 48h for best rate
16595,NYC,Williamsburg,500.0,9,1,0,0,537.3,456.7049999999999,False,6.9,Pet-friendly,False,Medium,Brooklyn,2025-12-02 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
100368,NYC,Chelsea,222.0,15,1,1,0,246.77,209.7545,False,10.0,"Pet-friendly, Near transit",False,Medium,Manhattan,2025-12-03 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
55587,NYC,Williamsburg,235.0,14,1,0,1,267.94,227.749,False,12.3,"Pet-friendly, Breakfast included",False,Medium,Brooklyn,2025-12-07 00:45:32.866180,2025-12-12 00:45:32.866180,5,"12% off, pet-friendly, in Brooklyn",book within 48h for best rate
102995,NYC,Upper West Side,389.0,14,1,1,1,350.84,298.214,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,Medium,Manhattan,2025-12-07 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Manhattan",book within 48h for best rate
16974,NYC,East Harlem,250.0,28,1,0,1,245.43,208.6155,False,0.0,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Manhattan",book within 48h for best rate
17037,NYC,East Village,220.0,18,1,0,1,204.94,174.19899999999998,False,0.0,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-15 00:45:32.866180,8,"pet-friendly, in Manhattan",book within 48h for best rate
103161,NYC,Williamsburg,375.0,8,0,0,0,422.21,358.8785,False,11.2,Standard,False,Low,Brooklyn,2025-12-07 00:45:32.866180,2025-12-18 00:45:32.866180,11,"11% off, in Brooklyn",book within 48h for best rate
103555,NYC,Fort Greene,375.0,22,0,1,1,419.6,356.66,False,10.6,"Near transit, Breakfast included",False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-18 00:45:32.866180,11,"11% off, near transit, in Brooklyn",book within 48h for best rate
57166,NYC,Ditmars Steinway,150.0,24,0,0,0,162.45,138.08249999999998,False,7.7,Standard,False,High,Queens,2025-12-04 00:45:32.866180,2025-12-09 00:45:32.866180,2,in Queens,expires in 2d
57618,NYC,Hell's Kitchen,250.0,10,0,0,0,259.2,220.32,False,3.5,Standard,False,Medium,Manhattan,2025-12-03 00:45:32.866180,2025-12-18 00:45:32.866180,11,in Manhattan,book within 48h for best rate
57754,NYC,Flatiron District,330.0,15,0,1,0,359.86,305.88100000000003,False,8.3,Near transit,False,Medium,Manhattan,2025-12-03 00:45:32.866180,2025-12-09 00:45:32.866180,2,"near transit, in Manhattan",expires in 2d
57874,NYC,East Harlem,160.0,22,0,1,0,170.52,144.942,False,6.2,Near transit,False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-17 00:45:32.866180,10,"near transit, in Manhattan",book within 48h for best rate
19159,NYC,Harlem,110.0,23,1,1,0,100.84,85.714,False,0.0,"Pet-friendly, Near transit",False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-09 00:45:32.866180,2,"pet-friendly, in Manhattan",expires in 2d
106647,NYC,Bedford-Stuyvesant,150.0,7,1,0,0,159.61,135.6685,False,6.0,Pet-friendly,False,Low,Brooklyn,2025-12-04 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Brooklyn",book within 48h for best rate
19812,NYC,Williamsburg,105.0,20,0,0,0,98.98,84.133,False,0.0,Standard,False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-09 00:45:32.866180,2,in Brooklyn,expires in 2d
106906,NYC,Clinton Hill,225.0,16,1,0,0,247.63,210.4855,False,9.1,Pet-friendly,False,High,Brooklyn,2025-12-04 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Brooklyn",book within 48h for best rate
107630,NYC,Greenpoint,175.0,7,1,1,0,170.19,144.6615,False,0.0,"Pet-friendly, Near transit",False,Low,Brooklyn,2025-12-07 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Brooklyn",book within 48h for best rate
107895,NYC,Upper West Side,166.0,13,1,1,0,158.27,134.5295,False,0.0,"Pet-friendly, Near transit",False,Medium,Manhattan,2025-12-03 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Manhattan",book within 48h for best rate
59014,NYC,Lower East Side,180.0,19,1,1,1,196.99,167.4415,False,8.6,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
23135,NYC,Carroll Gardens,189.0,19,1,1,1,174.8,148.58,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Brooklyn",book within 48h for best rate
59709,NYC,Chinatown,300.0,20,1,0,0,278.33,236.58049999999997,False,0.0,Pet-friendly,False,High,Manhattan,2025-12-06 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Manhattan",book within 48h for best rate
114123,NYC,South Slope,235.0,18,1,0,0,259.64,220.694,False,9.5,Pet-friendly,False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-16 00:45:32.866180,9,"pet-friendly, in Brooklyn",book within 48h for best rate
24285,NYC,Park Slope,220.0,21,1,0,0,200.61,170.51850000000002,False,0.0,Pet-friendly,False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
60181,NYC,East Village,195.0,27,1,1,1,180.38,153.32299999999998,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-06 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
115748,NYC,Astoria,85.0,7,0,0,1,79.2,67.32000000000001,False,0.0,Breakfast included,False,Low,Queens,2025-12-02 00:45:32.866180,2025-12-19 00:45:32.866180,12,"breakfast included, in Queens",book within 48h for best rate
26785,NYC,South Slope,90.0,13,1,0,1,93.53,79.5005,False,3.8,"Pet-friendly, Breakfast included",False,Medium,Brooklyn,2025-12-05 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Brooklyn",book within 48h for best rate
27006,NYC,Upper West Side,225.0,22,1,0,0,242.29,205.9465,False,7.1,Pet-friendly,False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Manhattan",book within 48h for best rate
116551,NYC,Harlem,70.0,28,0,1,1,76.9,65.36500000000001,False,9.0,"Near transit, Breakfast included",False,High,Manhattan,2025-12-06 00:45:32.866180,2025-12-20 00:45:32.866180,13,"near transit, in Manhattan",book within 48h for best rate
27644,NYC,Harlem,180.0,6,0,1,0,192.18,163.353,False,6.3,Near transit,False,Low,Manhattan,2025-12-03 00:45:32.866180,2025-12-15 00:45:32.866180,8,"near transit, in Manhattan",book within 48h for best rate
118061,NYC,Bedford-Stuyvesant,95.0,6,1,1,1,106.45,90.4825,False,10.8,"Pet-friendly, Near transit, Breakfast included",False,Low,Brooklyn,2025-12-07 00:45:32.866180,2025-12-12 00:45:32.866180,5,"11% off, pet-friendly, in Brooklyn",book within 48h for best rate
60680,NYC,East Village,160.0,27,1,0,1,178.56,151.776,False,10.4,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-13 00:45:32.866180,6,"10% off, pet-friendly, in Manhattan",book within 48h for best rate
121861,NYC,Park Slope,165.0,25,0,1,1,185.71,157.8535,False,11.2,"Near transit, Breakfast included",False,High,Brooklyn,2025-12-06 00:45:32.866180,2025-12-14 00:45:32.866180,7,"11% off, near transit, in Brooklyn",book within 48h for best rate
28907,NYC,Upper East Side,150.0,22,0,1,1,158.83,135.0055,False,5.6,"Near transit, Breakfast included",False,High,Manhattan,2025-12-02 00:45:32.866180,2025-12-18 00:45:32.866180,11,"near transit, in Manhattan",book within 48h for best rate
62427,NYC,East Village,130.0,5,0,1,1,126.51,107.5335,False,0.0,"Near transit, Breakfast included",False,Low,Manhattan,2025-12-06 00:45:32.866180,2025-12-12 00:45:32.866180,5,"near transit, in Manhattan",book within 48h for best rate
62891,NYC,East Village,175.0,14,0,1,0,167.88,142.69799999999998,False,0.0,Near transit,False,Medium,Manhattan,2025-12-02 00:45:32.866180,2025-12-16 00:45:32.866180,9,"near transit, in Manhattan",book within 48h for best rate
62925,NYC,Greenpoint,285.0,19,1,0,0,287.97,244.77450000000002,False,1.0,Pet-friendly,False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Brooklyn",book within 48h for best rate
29683,NYC,Lower East Side,185.0,20,1,1,0,168.4,143.14000000000001,False,0.0,"Pet-friendly, Near transit",False,High,Manhattan,2025-12-06 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Manhattan",book within 48h for best rate
63610,NYC,Eastchester,101.0,26,0,0,0,95.52,81.192,False,0.0,Standard,False,High,Bronx,2025-12-02 00:45:32.866180,2025-12-10 00:45:32.866180,3,in Bronx,book within 48h for best rate
63693,NYC,East Village,390.0,27,1,0,1,408.07,346.85949999999997,False,4.4,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-06 00:45:32.866180,2025-12-09 00:45:32.866180,2,"pet-friendly, in Manhattan",expires in 2d
123784,NYC,Harlem,102.0,7,0,1,1,115.84,98.464,False,11.9,"Near transit, Breakfast included",False,Low,Manhattan,2025-12-06 00:45:32.866180,2025-12-12 00:45:32.866180,5,"12% off, near transit, in Manhattan",book within 48h for best rate
126443,NYC,East Village,459.0,8,0,0,1,486.24,413.304,False,5.6,Breakfast included,False,Low,Manhattan,2025-12-06 00:45:32.866180,2025-12-19 00:45:32.866180,12,"breakfast included, in Manhattan",book within 48h for best rate
132516,NYC,Forest Hills,115.0,10,1,0,1,108.92,92.582,False,0.0,"Pet-friendly, Breakfast included",False,Medium,Queens,2025-12-04 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Queens",book within 48h for best rate
33009,NYC,Williamsburg,235.0,5,1,1,1,223.98,190.38299999999998,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,Low,Brooklyn,2025-12-02 00:45:32.866180,2025-12-20 00:45:32.866180,13,"pet-friendly, in Brooklyn",book within 48h for best rate
33156,NYC,Upper West Side,139.0,19,1,1,1,153.65,130.6025,False,9.5,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Manhattan",book within 48h for best rate
36703,NYC,West Village,175.0,27,1,0,1,178.48,151.708,False,1.9,"Pet-friendly, Breakfast included",False,High,Manhattan,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
36934,NYC,Williamsburg,100.0,19,1,1,1,109.41,92.99849999999999,False,8.6,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-06 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Brooklyn",book within 48h for best rate
65425,NYC,Nolita,399.0,6,1,1,1,445.96,379.066,False,10.5,"Pet-friendly, Near transit, Breakfast included",False,Low,Manhattan,2025-12-02 00:45:32.866180,2025-12-10 00:45:32.866180,3,"10% off, pet-friendly, in Manhattan",book within 48h for best rate
65660,NYC,Williamsburg,106.0,11,1,0,1,120.15,102.1275,False,11.8,"Pet-friendly, Breakfast included",False,Medium,Brooklyn,2025-12-02 00:45:32.866180,2025-12-17 00:45:32.866180,10,"12% off, pet-friendly, in Brooklyn",book within 48h for best rate
66008,NYC,Carroll Gardens,190.0,13,0,0,1,208.82,177.49699999999999,False,9.0,Breakfast included,False,Medium,Brooklyn,2025-12-05 00:45:32.866180,2025-12-14 00:45:32.866180,7,"breakfast included, in Brooklyn",book within 48h for best rate
135465,NYC,Fort Greene,170.0,7,1,0,1,162.42,138.057,False,0.0,"Pet-friendly, Breakfast included",False,Low,Brooklyn,2025-12-01 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Brooklyn",book within 48h for best rate
136493,NYC,Park Slope,325.0,11,0,0,0,369.36,313.956,False,12.0,Standard,False,Medium,Brooklyn,2025-12-06 00:45:32.866180,2025-12-14 00:45:32.866180,7,"12% off, in Brooklyn",book within 48h for best rate
139624,NYC,Crown Heights,70.0,13,1,0,1,75.21,63.92849999999999,False,6.9,"Pet-friendly, Breakfast included",False,Medium,Brooklyn,2025-12-02 00:45:32.866180,2025-12-09 00:45:32.866180,2,"pet-friendly, in Brooklyn",expires in 2d
140133,NYC,Williamsburg,153.0,7,0,1,1,170.17,144.6445,False,10.1,"Near transit, Breakfast included",False,Low,Brooklyn,2025-12-03 00:45:32.866180,2025-12-15 00:45:32.866180,8,"10% off, near transit, in Brooklyn",book within 48h for best rate
66251,NYC,East Village,372.0,8,1,0,0,380.13,323.1105,False,2.1,Pet-friendly,False,Low,Manhattan,2025-12-05 00:45:32.866180,2025-12-10 00:45:32.866180,3,"pet-friendly, in Manhattan",book within 48h for best rate
66275,NYC,Nolita,442.0,25,1,1,1,481.8,409.53,False,8.3,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-06 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Manhattan",book within 48h for best rate
140973,NYC,East Village,185.0,15,1,1,0,179.9,152.915,False,0.0,"Pet-friendly, Near transit",False,Medium,Manhattan,2025-12-05 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Manhattan",book within 48h for best rate
42729,NYC,Carroll Gardens,175.0,20,1,0,1,195.61,166.26850000000002,False,10.5,"Pet-friendly, Breakfast included",False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-20 00:45:32.866180,13,"10% off, pet-friendly, in Brooklyn",book within 48h for best rate
141154,NYC,Boerum Hill,100.0,19,0,0,0,95.93,81.54050000000001,False,0.0,Standard,False,High,Brooklyn,2025-12-01 00:45:32.866180,2025-12-14 00:45:32.866180,7,in Brooklyn,book within 48h for best rate
66741,NYC,Park Slope,186.0,25,1,1,1,179.45,152.5325,False,0.0,"Pet-friendly, Near transit, Breakfast included",False,High,Brooklyn,2025-12-07 00:45:32.866180,2025-12-17 00:45:32.866180,10,"pet-friendly, in Brooklyn",book within 48h for best rate
66974,NYC,Gowanus,210.0,18,1,0,0,197.07,167.5095,False,0.0,Pet-friendly,False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-13 00:45:32.866180,6,"pet-friendly, in Brooklyn",book within 48h for best rate
43726,NYC,Tribeca,259.0,22,0,0,0,247.05,209.9925,False,0.0,Standard,False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-12 00:45:32.866180,5,in Manhattan,book within 48h for best rate
144087,NYC,Harlem,499.0,27,1,1,0,483.42,410.907,False,0.0,"Pet-friendly, Near transit",False,High,Manhattan,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
67288,NYC,East Harlem,115.0,21,1,1,1,126.97,107.9245,False,9.4,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-04 00:45:32.866180,2025-12-20 00:45:32.866180,13,"pet-friendly, in Manhattan",book within 48h for best rate
166006,NYC,Upper West Side,250.0,10,0,1,1,229.74,195.279,False,0.0,"Near transit, Breakfast included",False,Medium,Manhattan,2025-12-05 00:45:32.866180,2025-12-10 00:45:32.866180,3,"near transit, in Manhattan",book within 48h for best rate
67299,NYC,Williamsburg,130.0,17,1,1,0,121.87,103.5895,False,0.0,"Pet-friendly, Near transit",False,High,Brooklyn,2025-12-01 00:45:32.866180,2025-12-19 00:45:32.866180,12,"pet-friendly, in Brooklyn",book within 48h for best rate
68735,NYC,Upper West Side,215.0,21,1,1,0,208.55,177.2675,False,0.0,"Pet-friendly, Near transit",False,High,Manhattan,2025-12-01 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Manhattan",book within 48h for best rate
168123,NYC,Windsor Terrace,100.0,24,0,0,0,93.03,79.0755,False,0.0,Standard,False,High,Brooklyn,2025-12-02 00:45:32.866180,2025-12-19 00:45:32.866180,12,in Brooklyn,book within 48h for best rate
69894,NYC,Upper West Side,160.0,11,1,0,0,144.09,122.4765,False,0.0,Pet-friendly,False,Medium,Manhattan,2025-12-02 00:45:32.866180,2025-12-13 00:45:32.866180,6,"pet-friendly, in Manhattan",book within 48h for best rate
148259,NYC,Williamsburg,310.0,27,1,1,0,330.38,280.823,False,6.2,"Pet-friendly, Near transit",False,High,Brooklyn,2025-12-05 00:45:32.866180,2025-12-13 00:45:32.866180,6,"pet-friendly, in Brooklyn",book within 48h for best rate
71010,NYC,Washington Heights,332.0,23,1,0,0,373.41,317.3985,False,11.1,Pet-friendly,False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-17 00:45:32.866180,10,"11% off, pet-friendly, in Manhattan",book within 48h for best rate
148825,NYC,Upper West Side,179.0,25,1,0,0,163.01,138.55849999999998,False,0.0,Pet-friendly,False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Manhattan",book within 48h for best rate
171562,NYC,Chelsea,240.0,10,1,0,0,234.23,199.0955,False,0.0,Pet-friendly,False,Medium,Manhattan,2025-12-01 00:45:32.866180,2025-12-12 00:45:32.866180,5,"pet-friendly, in Manhattan",book within 48h for best rate
171978,NYC,Crown Heights,94.0,10,1,1,0,90.36,76.806,False,0.0,"Pet-friendly, Near transit",False,Medium,Brooklyn,2025-12-04 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Brooklyn",book within 48h for best rate
71248,NYC,Chinatown,150.0,11,1,0,0,139.02,118.167,False,0.0,Pet-friendly,False,Medium,Manhattan,2025-12-03 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Manhattan",book within 48h for best rate
71366,NYC,Greenwich Village,200.0,14,1,0,1,220.09,187.0765,False,9.1,"Pet-friendly, Breakfast included",False,Medium,Manhattan,2025-12-04 00:45:32.866180,2025-12-18 00:45:32.866180,11,"pet-friendly, in Manhattan",book within 48h for best rate
150804,NYC,Lower East Side,250.0,22,1,1,1,254.64,216.444,False,1.8,"Pet-friendly, Near transit, Breakfast included",False,High,Manhattan,2025-12-03 00:45:32.866180,2025-12-14 00:45:32.866180,7,"pet-friendly, in Manhattan",book within 48h for best rate
71812,NYC,Kingsbridge,90.0,12,1,1,1,90.27,76.7295,False,0.3,"Pet-friendly, Near transit, Breakfast included",False,Medium,Bronx,2025-12-04 00:45:32.866180,2025-12-11 00:45:32.866180,4,"pet-friendly, in Bronx",book within 48h for best rate
