listing_id,city,neighbourhood,price,rooms_left,is_pet_friendly,near_transit,has_breakfast
36934,NYC,Williamsburg,100.0,19,1,1,1
65425,NYC,Nolita,399.0,6,1,1,1
65660,NYC,Williamsburg,106.0,11,1,0,1
66008,NYC,Carroll Gardens,190.0,13,0,0,1
135465,NYC,Fort Greene,170.0,7,1,0,1
136493,NYC,Park Slope,325.0,11,0,0,0
139624,NYC,Crown Heights,70.0,13,1,0,1
140133,NYC,Williamsburg,153.0,7,0,1,1
66251,NYC,East Village,372.0,8,1,0,0
66275,NYC,Nolita,442.0,25,1,1,1
140973,NYC,East Village,185.0,15,1,1,0
42729,NYC,Carroll Gardens,175.0,20,1,0,1
141154,NYC,Boerum Hill,100.0,19,0,0,0
66741,NYC,Park Slope,186.0,25,1,1,1
66974,NYC,Gowanus,210.0,18,1,0,0
43726,NYC,Tribeca,259.0,22,0,0,0
144087,NYC,Harlem,499.0,27,1,1,0
67288,NYC,East Harlem,115.0,21,1,1,1
166006,NYC,Upper West Side,250.0,10,0,1,1
67299,NYC,Williamsburg,130.0,17,1,1,0
68735,NYC,Upper West Side,215.0,21,1,1,0
168123,NYC,Windsor Terrace,100.0,24,0,0,0
69894,NYC,Upper West Side,160.0,11,1,0,0
148259,NYC,Williamsburg,310.0,27,1,1,0
71010,NYC,Washington Heights,332.0,23,1,0,0
148825,NYC,Upper West Side,179.0,25,1,0,0
171562,NYC,Chelsea,240.0,10,1,0,0
171978,NYC,Crown Heights,94.0,10,1,1,0
71248,NYC,Chinatown,150.0,11,1,0,0
71366,NYC,Greenwich Village,200.0,14,1,0,1
150804,NYC,Lower East Side,250.0,22,1,1,1
71812,NYC,Kingsbridge,90.0,12,1,1,1
151199,NYC,Astoria,149.0,6,0,1,1
74333,NYC,East Harlem,80.0,28,0,1,1
179741,NYC,Nolita,370.0,24,1,0,1
74438,NYC,Hell's Kitchen,299.0,13,1,1,1
152263,NYC,Harlem,350.0,10,1,1,1
182069,NYC,East Harlem,100.0,15,1,1,1
74680,NYC,Astoria,119.0,7,0,1,0
74821,NYC,Harlem,149.0,7,1,1,0
182177,NYC,Allerton,166.0,6,0,1,1
235951,NYC,Midtown,160.0,14,0,0,0
235960,NYC,Lower East Side,150.0,28,0,1,0
189732,NYC,East New York,183.0,22,1,1,0
190267,NYC,Upper East Side,179.0,15,1,1,1
190974,NYC,Park Slope,130.0,22,1,0,0
239733,NYC,Ditmars Steinway,75.0,29,1,0,0
242643,NYC,Williamsburg,146.0,26,1,1,0
157673,NYC,Bedford-Stuyvesant,65.0,10,1,0,1
197931,NYC,Hell's Kitchen,261.0,23,1,0,1
245574,NYC,Bedford-Stuyvesant,140.0,29,0,1,1
197942,NYC,Bedford-Stuyvesant,198.0,20,1,1,0
162508,NYC,Crown Heights,130.0,28,1,0,0
248865,NYC,Greenpoint,235.0,29,0,0,0
163814,NYC,East Village,179.0,23,0,0,0
200955,NYC,Stuyvesant Town,125.0,10,0,0,0
201992,NYC,Park Slope,190.0,25,1,0,0
249704,NYC,Williamsburg,150.0,9,0,1,1
204065,NYC,Clinton Hill,448.0,8,1,1,0
205485,NYC,Bedford-Stuyvesant,185.0,25,1,0,1
286662,NYC,Crown Heights,110.0,23,1,1,1
205867,NYC,Williamsburg,120.0,11,0,0,0
287397,NYC,Bedford-Stuyvesant,74.0,19,1,1,1
253466,NYC,Greenpoint,235.0,10,1,0,0
253471,NYC,Greenpoint,235.0,26,0,0,0
253475,NYC,Greenpoint,235.0,18,0,1,1
206772,NYC,Williamsburg,190.0,15,0,0,1
253800,NYC,Greenpoint,235.0,23,0,0,0
253803,NYC,Greenpoint,235.0,22,0,0,0
253806,NYC,Greenpoint,256.0,18,1,1,1
253811,NYC,Greenpoint,235.0,6,0,0,1
253815,NYC,Greenpoint,235.0,23,0,0,0
287408,NYC,Hell's Kitchen,164.0,26,1,1,0
287845,NYC,Carroll Gardens,275.0,17,0,0,1
208889,NYC,Bedford-Stuyvesant,71.0,7,0,1,1
290123,NYC,Flatiron District,199.0,24,1,0,0
292121,NYC,Hell's Kitchen,157.0,17,1,1,0
255601,NYC,Bedford-Stuyvesant,161.0,22,1,1,0
292800,NYC,West Village,235.0,25,1,0,1
294227,NYC,Greenpoint,235.0,7,0,0,1
294242,NYC,Greenpoint,256.0,5,0,0,0
294250,NYC,Upper West Side,175.0,22,0,1,0
255957,NYC,Nolita,495.0,12,0,1,0
257097,NYC,Bedford-Stuyvesant,193.0,29,1,0,1
294259,NYC,Greenpoint,235.0,22,1,0,1
294263,NYC,Greenpoint,235.0,11,1,1,1
294280,NYC,Greenpoint,235.0,20,0,0,0
294490,NYC,Greenpoint,306.0,14,0,0,1
219066,NYC,Bensonhurst,110.0,12,1,1,0
295998,NYC,Upper West Side,300.0,13,0,1,1
258838,NYC,Arrochar,279.0,19,1,0,0
220739,NYC,Bushwick,296.0,12,0,0,0
260672,NYC,East New York,135.0,15,0,1,0
220946,NYC,East Village,119.0,14,1,1,1
299531,NYC,East New York,95.0,28,0,0,1
260755,NYC,Tribeca,262.0,14,1,1,0
302238,NYC,Harlem,395.0,18,1,1,1
222913,NYC,Lower East Side,240.0,7,1,0,0
302280,NYC,Harlem,200.0,10,0,1,1
223930,NYC,Prospect Heights,150.0,15,1,0,0
262583,NYC,West Village,345.0,21,1,1,0
302309,NYC,Harlem,395.0,9,1,1,0
263005,NYC,Fort Greene,105.0,9,0,1,1
303264,NYC,Harlem,225.0,9,0,1,0
225354,NYC,Williamsburg,140.0,16,0,1,1
225976,NYC,Shore Acres,75.0,15,0,0,1
305211,NYC,Williamsburg,203.0,16,0,1,0
263502,NYC,Williamsburg,185.0,23,0,0,1
226021,NYC,Williamsburg,308.0,16,1,0,1
263888,NYC,Upper West Side,259.0,24,0,0,0
305245,NYC,Harlem,395.0,21,0,1,1
227495,NYC,Upper West Side,140.0,7,1,1,1
227715,NYC,Bedford-Stuyvesant,90.0,20,1,1,1
318187,NYC,Bushwick,110.0,20,0,0,1
228317,NYC,Bedford-Stuyvesant,145.0,21,1,1,1
269283,NYC,Crown Heights,50.0,21,0,1,0
319646,NYC,Bayside,110.0,28,1,1,0
320865,NYC,Harlem,135.0,25,1,0,0
230877,NYC,East Harlem,125.0,11,0,1,0
321136,NYC,Washington Heights,160.0,9,1,0,0
270345,NYC,East Village,250.0,7,1,1,1
232612,NYC,Bedford-Stuyvesant,110.0,19,0,1,0
272026,NYC,Washington Heights,78.0,23,1,1,0
272044,NYC,Lower East Side,399.0,12,1,0,0
274329,NYC,Ridgewood,68.0,10,0,0,0
322037,NYC,Williamsburg,250.0,24,1,0,0
325429,NYC,Upper East Side,189.0,21,0,0,0
234330,NYC,Harlem,75.0,9,1,1,1
328040,NYC,Murray Hill,349.0,16,1,0,1
328744,NYC,Crown Heights,200.0,10,0,1,1
274995,NYC,Crown Heights,150.0,27,0,0,1
275976,NYC,Bedford-Stuyvesant,140.0,23,1,0,1
329310,NYC,Chinatown,200.0,6,0,1,0
235552,NYC,South Slope,300.0,25,1,1,0
466277,NYC,Williamsburg,325.0,7,0,1,1
466457,NYC,Bedford-Stuyvesant,150.0,29,0,0,0
378460,NYC,Hell's Kitchen,140.0,17,1,0,0
380416,NYC,Park Slope,66.0,6,1,0,0
467569,NYC,Lower East Side,311.0,16,1,0,1
341525,NYC,Hell's Kitchen,175.0,25,0,1,1
385824,NYC,Spuyten Duyvil,136.0,19,1,0,1
350168,NYC,Park Slope,175.0,16,0,0,0
351859,NYC,Chelsea,289.0,26,0,0,0
396636,NYC,Harlem,135.0,27,1,0,0
479002,NYC,Fort Greene,464.0,16,1,1,0
483505,NYC,Williamsburg,195.0,8,0,1,1
484312,NYC,South Slope,300.0,18,1,0,1
404923,NYC,Windsor Terrace,111.0,25,0,1,0
492785,NYC,Clinton Hill,250.0,28,1,0,0
492810,NYC,Bayside,125.0,24,0,1,0
498859,NYC,Brighton Beach,169.0,12,1,1,1
405025,NYC,Long Island City,213.0,16,0,0,1
503585,NYC,Bedford-Stuyvesant,200.0,27,1,0,1
408983,NYC,Prospect-Lefferts Gardens,370.0,11,1,1,0
504362,NYC,Prospect Heights,272.0,7,1,1,0
409262,NYC,Boerum Hill,333.0,14,1,0,0
504437,NYC,Lower East Side,75.0,16,0,0,1
411918,NYC,Crown Heights,190.0,14,1,1,0
505581,NYC,Harlem,85.0,8,0,1,0
550777,NYC,Upper West Side,225.0,9,1,1,0
508372,NYC,Chelsea,250.0,16,0,0,1
416557,NYC,Greenpoint,187.0,6,0,0,0
417685,NYC,South Slope,170.0,12,0,0,0
512022,NYC,Lower East Side,200.0,27,0,0,1
552519,NYC,Crown Heights,157.0,12,1,0,1
419373,NYC,Bedford-Stuyvesant,90.0,11,0,0,1
552639,NYC,Harlem,200.0,27,1,0,1
513688,NYC,Boerum Hill,345.0,28,1,0,0
421539,NYC,East Harlem,340.0,26,1,1,1
560078,NYC,East Village,260.0,14,1,1,1
424870,NYC,West Village,200.0,24,1,1,1
431865,NYC,Washington Heights,332.0,16,0,1,1
523123,NYC,Windsor Terrace,357.0,12,1,1,1
433414,NYC,Clinton Hill,150.0,23,1,0,1
434792,NYC,Park Slope,185.0,20,1,1,0
524111,NYC,East Village,125.0,5,1,0,1
525120,NYC,Chelsea,135.0,28,1,0,1
435909,NYC,West Village,151.0,12,1,1,0
437352,NYC,South Slope,95.0,17,1,1,0
438513,NYC,Prospect-Lefferts Gardens,122.0,15,0,1,0
568661,NYC,Bushwick,90.0,23,1,1,1
526923,NYC,Midtown,265.0,27,0,1,1
568743,NYC,East Village,269.0,21,0,0,0
570750,NYC,Crown Heights,168.0,20,0,0,0
442636,NYC,Ridgewood,70.0,8,0,0,1
530431,NYC,Harlem,222.0,10,1,1,1
443646,NYC,Upper West Side,149.0,16,0,1,0
444171,NYC,Bedford-Stuyvesant,249.0,16,1,0,1
531258,NYC,Greenwich Village,175.0,22,1,1,1
531455,NYC,Prospect-Lefferts Gardens,101.0,20,1,0,0
532288,NYC,West Village,225.0,28,0,1,0
533168,NYC,Nolita,350.0,18,0,0,0
450577,NYC,Upper West Side,325.0,11,1,0,1
577824,NYC,Bedford-Stuyvesant,69.0,22,0,0,0
538344,NYC,East Village,225.0,7,0,0,0
581180,NYC,Crown Heights,175.0,24,0,1,0
452541,NYC,Windsor Terrace,135.0,27,0,0,0
540057,NYC,Harlem,196.0,14,0,0,0
453255,NYC,Lower East Side,240.0,10,0,0,0
541725,NYC,Williamsburg,365.0,20,1,1,1
454763,NYC,Inwood,99.0,20,1,1,1
543792,NYC,Ridgewood,115.0,18,0,0,1
455734,NYC,Inwood,138.0,17,0,0,1
456190,NYC,West Village,174.0,8,0,0,0
587740,NYC,SoHo,165.0,21,1,0,0
545586,NYC,Williamsburg,315.0,26,1,1,0
457829,NYC,East Village,168.0,10,1,0,0
639199,NYC,Tottenville,460.0,9,1,0,1
460999,NYC,Harlem,80.0,5,1,0,0
463107,NYC,Crown Heights,250.0,23,0,1,0
641768,NYC,Hell's Kitchen,375.0,11,1,1,1
465706,NYC,Upper West Side,172.0,12,1,1,1
643877,NYC,Flatbush,200.0,28,0,1,1
721663,NYC,Midtown,375.0,22,1,1,0
721762,NYC,East Village,90.0,14,0,1,1
645942,NYC,NoHo,275.0,14,1,1,0
647520,NYC,NoHo,285.0,24,0,1,0
723560,NYC,Lower East Side,301.0,27,0,0,1
602070,NYC,Greenpoint,106.0,6,1,0,1
606269,NYC,Hell's Kitchen,149.0,28,1,1,1
607735,NYC,Carroll Gardens,250.0,23,0,1,0
607781,NYC,East Harlem,120.0,16,1,1,1
725509,NYC,Crown Heights,168.0,22,1,0,1
651438,NYC,Bedford-Stuyvesant,125.0,6,1,1,0
610118,NYC,Bushwick,275.0,18,0,1,1
727512,NYC,Greenpoint,306.0,11,1,0,0
727547,NYC,Greenpoint,306.0,29,1,0,0
651648,NYC,Clinton Hill,289.0,9,0,1,0
611009,NYC,East Village,245.0,19,1,1,1
613528,NYC,Harlem,90.0,21,0,1,0
618916,NYC,Prospect Heights,200.0,24,0,0,1
657727,NYC,Upper West Side,167.0,24,0,0,0
627432,NYC,East Village,145.0,29,1,0,1
658366,NYC,Gramercy,144.0,5,0,1,1
739239,NYC,Upper West Side,188.0,25,0,1,1
739242,NYC,Upper West Side,229.0,5,1,0,0
659952,NYC,Hell's Kitchen,118.0,5,0,0,0
663608,NYC,Kips Bay,350.0,8,0,0,0
666613,NYC,Williamsburg,215.0,24,1,1,0
637641,NYC,Tompkinsville,86.0,22,1,0,1
666837,NYC,Lower East Side,105.0,11,1,1,1
667502,NYC,Washington Heights,150.0,27,1,0,0
745037,NYC,Midtown,165.0,10,1,0,1
790953,NYC,Kensington,111.0,24,0,0,0
669774,NYC,Harlem,99.0,5,1,0,0
747605,NYC,East Village,179.0,16,1,1,1
748118,NYC,Greenpoint,225.0,11,0,0,0
794156,NYC,Upper West Side,221.0,12,0,0,0
749276,NYC,Bushwick,160.0,20,1,1,0
752289,NYC,SoHo,200.0,27,0,0,0
752616,NYC,Chinatown,500.0,9,0,0,1
684808,NYC,Murray Hill,147.0,5,0,0,1
753687,NYC,Bedford-Stuyvesant,125.0,16,1,1,0
753991,NYC,Bedford-Stuyvesant,100.0,28,0,0,1
798429,NYC,Harlem,120.0,29,1,1,1
684991,NYC,Murray Hill,139.0,9,1,1,1
688652,NYC,Clinton Hill,355.0,13,0,1,0
690349,NYC,South Slope,169.0,18,0,0,0
803778,NYC,NoHo,425.0,13,1,1,0
690603,NYC,Crown Heights,184.0,19,0,0,0
761606,NYC,Astoria,120.0,5,1,1,0
805028,NYC,Boerum Hill,300.0,9,1,1,1
695786,NYC,Hell's Kitchen,154.0,28,0,0,1
698132,NYC,Bedford-Stuyvesant,130.0,12,0,0,0
698514,NYC,West Village,275.0,19,1,0,0
808774,NYC,Williamsburg,150.0,19,1,1,0
699472,NYC,Williamsburg,217.0,6,1,0,1
762145,NYC,Upper West Side,275.0,10,1,0,1
808836,NYC,Williamsburg,250.0,11,1,1,0
704838,NYC,Woodside,95.0,5,0,1,1
811198,NYC,Chelsea,349.0,6,1,0,1
811238,NYC,Harlem,180.0,11,0,0,1
705997,NYC,Sunset Park,100.0,20,1,1,0
764753,NYC,Bedford-Stuyvesant,93.0,26,0,1,1
812057,NYC,Bedford-Stuyvesant,158.0,13,0,0,0
812671,NYC,Park Slope,243.0,7,1,0,1
812938,NYC,Chelsea,299.0,24,1,0,1
707658,NYC,Lower East Side,195.0,15,0,0,1
813554,NYC,Park Slope,160.0,15,1,0,1
765563,NYC,Bayside,313.0,29,1,1,1
711635,NYC,East Village,220.0,29,0,0,1
765569,NYC,Downtown Brooklyn,175.0,26,0,1,0
815465,NYC,Harlem,135.0,21,1,1,1
816888,NYC,Washington Heights,67.0,27,0,0,0
713538,NYC,Clinton Hill,212.0,23,1,1,0
714028,NYC,Woodside,85.0,10,0,1,1
818084,NYC,Greenwich Village,299.0,15,0,0,0
714049,NYC,Woodside,85.0,18,0,1,1
818325,NYC,Kips Bay,178.0,23,0,0,1
844319,NYC,Flatbush,105.0,23,0,0,1
772362,NYC,Hell's Kitchen,165.0,14,0,1,1
846854,NYC,Upper West Side,350.0,13,0,0,0
847648,NYC,Harlem,125.0,23,1,1,0
848071,NYC,Chinatown,90.0,27,0,1,0
848220,NYC,Upper East Side,193.0,6,1,1,1
820953,NYC,Greenpoint,90.0,8,0,0,1
849603,NYC,Crown Heights,100.0,28,0,1,0
822152,NYC,Bedford-Stuyvesant,85.0,22,1,0,0
776257,NYC,Williamsburg,350.0,16,1,0,1
850338,NYC,Williamsburg,143.0,10,0,1,0
850517,NYC,Bushwick,199.0,9,0,1,0
850712,NYC,Greenwich Village,120.0,25,1,1,1
850943,NYC,Williamsburg,149.0,24,0,0,0
851772,NYC,Upper East Side,166.0,5,0,1,1
852118,NYC,Crown Heights,217.0,21,0,1,1
853142,NYC,Washington Heights,101.0,29,1,0,1
777327,NYC,Flatbush,150.0,17,1,1,0
779838,NYC,Upper West Side,260.0,22,0,1,0
781865,NYC,Crown Heights,140.0,12,0,0,1
783202,NYC,West Village,235.0,22,1,1,1
857810,NYC,Williamsburg,249.0,28,0,1,1
786685,NYC,Harlem,220.0,23,1,1,0
859023,NYC,Gowanus,240.0,8,0,1,0
788005,NYC,Prospect Heights,225.0,25,0,1,1
789302,NYC,Chelsea,255.0,5,1,1,1
860163,NYC,East Harlem,125.0,18,0,1,1
836720,NYC,College Point,379.0,9,1,1,0
837503,NYC,Bedford-Stuyvesant,185.0,8,0,0,1
921585,NYC,Bedford-Stuyvesant,180.0,9,1,0,0
838070,NYC,Sunset Park,125.0,23,1,1,1
840594,NYC,West Village,375.0,28,1,1,0
921624,NYC,Williamsburg,250.0,23,1,1,1
868874,NYC,Clinton Hill,325.0,29,0,1,1
922764,NYC,Fort Greene,199.0,19,1,0,0
923979,NYC,Briarwood,74.0,23,1,1,1
840667,NYC,Greenwich Village,349.0,27,1,1,1
870119,NYC,Clinton Hill,275.0,7,0,0,0
1034347,NYC,Prospect-Lefferts Gardens,69.0,24,0,1,0
1036734,NYC,Upper East Side,145.0,12,0,0,1
927702,NYC,Windsor Terrace,131.0,19,1,1,0
873701,NYC,Crown Heights,140.0,29,0,1,0
1039984,NYC,Bedford-Stuyvesant,120.0,20,0,0,0
874706,NYC,Kensington,110.0,15,1,1,1
876355,NYC,Morningside Heights,135.0,16,0,0,0
939657,NYC,Harlem,65.0,18,0,1,0
940115,NYC,Crown Heights,69.0,10,0,1,1
882258,NYC,Prospect-Lefferts Gardens,125.0,8,0,1,1
944840,NYC,DUMBO,83.0,26,0,1,1
883480,NYC,Upper West Side,185.0,28,0,1,0
949713,NYC,Gowanus,400.0,16,0,0,1
883517,NYC,Upper West Side,339.0,22,1,1,1
1056445,NYC,Upper East Side,500.0,19,0,0,1
1060019,NYC,Upper East Side,399.0,10,1,1,1
951365,NYC,Ridgewood,120.0,17,0,1,1
951439,NYC,Upper West Side,185.0,21,0,1,1
888583,NYC,Greenpoint,150.0,9,1,0,0
1063020,NYC,East Harlem,93.0,9,1,0,1
1073780,NYC,Clinton Hill,100.0,27,1,1,1
894015,NYC,Bedford-Stuyvesant,141.0,18,0,0,1
1076324,NYC,Sunnyside,171.0,6,1,1,0
895386,NYC,Harlem,350.0,27,0,1,1
902482,NYC,East Village,400.0,24,0,1,1
1080543,NYC,Sunset Park,129.0,24,1,0,1
956412,NYC,DUMBO,340.0,15,0,0,1
957002,NYC,Upper West Side,90.0,5,1,0,0
902528,NYC,Jackson Heights,135.0,12,1,0,0
904060,NYC,Bedford-Stuyvesant,280.0,21,0,0,0
958444,NYC,City Island,110.0,18,1,0,1
1084328,NYC,West Village,425.0,19,1,0,1
1087215,NYC,Chelsea,300.0,26,1,0,0
905425,NYC,Greenpoint,130.0,22,0,0,0
971233,NYC,Crown Heights,90.0,10,1,0,1
971247,NYC,Upper West Side,190.0,19,0,0,0
918049,NYC,Chelsea,250.0,16,1,1,1
973535,NYC,East Elmhurst,105.0,29,1,1,0
1098863,NYC,Bushwick,125.0,14,0,1,1
920930,NYC,Bedford-Stuyvesant,350.0,16,1,1,1
1100421,NYC,Cobble Hill,165.0,14,0,1,0
975990,NYC,Brooklyn Heights,300.0,23,0,0,1
1170268,NYC,Bushwick,196.0,15,0,1,1
978386,NYC,Astoria,85.0,7,1,0,0
980561,NYC,Harlem,86.0,23,1,0,1
982038,NYC,Fort Greene,106.0,28,1,0,1
1101035,NYC,Boerum Hill,179.0,11,1,1,0
1101224,NYC,Bedford-Stuyvesant,142.0,24,0,1,1
1102942,NYC,Kips Bay,217.0,8,0,1,1
1178231,NYC,Canarsie,99.0,6,1,0,0
1105845,NYC,Chelsea,160.0,24,0,1,1
983625,NYC,Harlem,169.0,5,0,1,0
984721,NYC,Bay Ridge,80.0,18,1,1,1
1110484,NYC,Greenpoint,190.0,17,1,1,0
986727,NYC,Harlem,165.0,7,0,0,1
1112407,NYC,Harlem,200.0,15,0,1,1
1185525,NYC,Bay Ridge,85.0,9,0,1,0
1189378,NYC,Tribeca,292.0,13,0,0,1
1117516,NYC,Bedford-Stuyvesant,99.0,19,1,0,1
1190223,NYC,Astoria,130.0,27,0,0,1
989976,NYC,Flushing,200.0,19,0,1,0
1117706,NYC,Williamsburg,185.0,15,0,0,0
1195198,NYC,Bedford-Stuyvesant,105.0,12,0,1,0
990130,NYC,Prospect Heights,250.0,9,1,0,1
1195260,NYC,East Flatbush,105.0,16,1,1,1
990208,NYC,Greenpoint,172.0,25,0,1,1
1205103,NYC,Fort Greene,150.0,18,1,0,0
993514,NYC,Upper West Side,230.0,8,0,1,1
1209921,NYC,Bedford-Stuyvesant,100.0,12,0,1,1
993575,NYC,Upper West Side,209.0,14,1,1,1
993576,NYC,Upper West Side,186.0,7,0,0,0
999984,NYC,West Village,300.0,15,1,1,0
1126492,NYC,Fort Greene,175.0,9,1,0,0
1130680,NYC,Bushwick,107.0,24,0,1,1
1131804,NYC,Harlem,160.0,21,0,0,0
1215627,NYC,Arverne,140.0,29,1,1,1
1003754,NYC,South Slope,195.0,16,0,0,1
1009883,NYC,Carroll Gardens,250.0,26,0,0,1
1134635,NYC,Greenpoint,70.0,28,0,1,0
1220548,NYC,Richmond Hill,95.0,5,1,0,1
1137093,NYC,Williamsburg,300.0,8,0,0,1
1137587,NYC,Prospect Heights,199.0,26,0,1,1
1141120,NYC,Bedford-Stuyvesant,116.0,7,0,0,1
1011449,NYC,Prospect-Lefferts Gardens,150.0,27,0,1,0
1018529,NYC,Williamsburg,280.0,8,1,1,1
1142034,NYC,Midtown,329.0,11,1,0,1
1144861,NYC,Cobble Hill,194.0,20,0,0,1
1150382,NYC,East Harlem,100.0,17,0,0,0
1030392,NYC,Williamsburg,198.0,12,0,1,0
1231273,NYC,Hell's Kitchen,400.0,22,1,0,1
1232212,NYC,Williamsburg,329.0,18,1,1,1
1327940,NYC,Flatbush,120.0,22,0,1,1
1155885,NYC,Bedford-Stuyvesant,90.0,7,1,1,1
1156928,NYC,Crown Heights,225.0,13,0,0,1
1331960,NYC,Bedford-Stuyvesant,175.0,5,0,1,0
1157522,NYC,Williamsburg,288.0,16,0,0,1
1251681,NYC,Kensington,250.0,14,0,0,0
1166398,NYC,Bushwick,150.0,19,0,0,1
1256536,NYC,Upper East Side,75.0,5,1,0,1
1336223,NYC,Chelsea,93.0,19,1,0,1
1256768,NYC,Park Slope,200.0,11,0,0,0
1336230,NYC,Chelsea,96.0,15,0,1,1
1258651,NYC,Harlem,329.0,20,1,0,0
1347204,NYC,Harlem,200.0,17,0,0,0
1494527,NYC,Williamsburg,145.0,11,1,1,0
1348118,NYC,Harlem,200.0,29,1,1,1
1268154,NYC,Maspeth,139.0,10,1,0,0
1268175,NYC,East Village,145.0,21,1,1,0
1506985,NYC,East Harlem,210.0,7,1,0,0
1278469,NYC,Bushwick,105.0,15,1,0,1
1354415,NYC,Bedford-Stuyvesant,121.0,19,0,0,1
1355654,NYC,East Village,225.0,27,1,1,1
1281257,NYC,Financial District,275.0,5,1,1,0
1361017,NYC,Park Slope,140.0,12,1,0,1
1365028,NYC,SoHo,295.0,20,0,0,0
1370405,NYC,East Flatbush,96.0,25,0,0,1
1300216,NYC,Astoria,130.0,22,1,1,0
1516120,NYC,Williamsburg,185.0,5,0,0,0
1304459,NYC,Williamsburg,165.0,14,0,0,1
1390532,NYC,Greenpoint,139.0,9,1,1,0
1524017,NYC,Chelsea,178.0,29,1,1,0
1392144,NYC,Crown Heights,375.0,5,1,0,1
1392673,NYC,Greenpoint,139.0,17,0,0,0
